IA.Name,Member.ID,Start.Date,End.Date,IA.ID,IA.Group.1,IA.Group.2,Type,City,Voivodship,Full.Name,Age,Gender,RT.Affiliation,Profession
Warsaw University Faculty of Philosophy and Sociology,195,1963-09-01,1968-08-31,IA01343,UW,FPHSOC,Postsecondary School,NA,NA,Jacek Szymanderski,43,M,Opposition,Academic
Federation of Fighting Youth,196,1984-01-01,1989-02-01,IA00436,FFY,NA,Opposition Group,NA,NA,Piotr Szynkiel,21,M,Opposition,Worker
Higher School of Special Pedagogy,197,1984-01-01,1989-02-01,IA00509,HSSP,NA,Postsecondary School,NA,NA,Jarosław śleszyński,26,M,Opposition,Academic
Łódź University Faculty of Humanities Sociology Institute,199,1948-09-01,1952-08-31,IA00688,LU,FOHSI,Postsecondary School,NA,NA,Hanna świlda-Ziemba,58,F,Opposition,Academic
PGR Płociczno,200,1979-01-01,1979-12-31,IA01040,PGRP,NA,Factory,NA,NA,Henryk Tachasiuk,26,M,Opposition,Worker
Adam Mickiewicz University Faculty of Law and Administration,201,1957-09-01,1962-08-31,IA00192,AMU,FLA,Postsecondary School,Poznan,NA,Jacek Taylor,49,M,Opposition,Lawyer
Warsaw University Faculty of Economics,204,1964-09-01,1969-08-31,IA01330,UW,FECON,Postsecondary School,NA,NA,Andrzej Topiński,43,M,Opposition,Academic
Home Army,205,1939-09-01,1944-10-01,IA00513,AK,NA,Paramilitary Group,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
Lwow Polytechnic,206,1930-09-01,1934-08-30,IA00674,LPOLY,NA,Postsecondary School,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
Medical Academy Gdańsk,207,1954-09-01,1959-08-30,IA00713,MEDAG,NA,Postsecondary School,NA,NA,Jerzy Umiastowski,56,M,Opposition,Medical Doctor
Poznań Polytechnic,208,1971-09-01,1975-08-31,IA01088,PZPOLY,NA,Postsecondary School,NA,NA,Henryk Urban,37,M,Opposition,Worker
Lipno Basic Vocational School,209,1959-09-01,1961-08-31,IA00670,LBVS,NA,Postsecondary School,NA,NA,Lech Wałęsa,45,M,Opposition,Worker
Warsaw University Faculty of Law and Administration,210,1928-09-01,1933-08-31,IA01336,UW,FLAA,Postsecondary School,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
Warsaw University Faculty of Social Sciences,211,1965-09-01,1969-08-31,IA01346,UW,FOSS,Postsecondary School,NA,NA,Jerzy Wertenstein-Żuławski,41,M,Opposition,Academic
KWK Miechowice Bytom,212,1966-01-01,1968-06-30,IA00638,KWKMB,NA,Factory,NA,NA,Stanisław Węglarz,40,M,Opposition,Worker Miner
Warsaw Television Works,213,1967-01-01,1989-02-01,IA01317,WTW,NA,Factory,NA,NA,Andrzej Wieczorek,40,M,Opposition,Journalist
Jagiellonian University Faculty of Law,214,1943-08-31,1947-09-01,IA00597,UJ,FOL,Postsecondary School,NA,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
Poznań University Faculty of Law,215,1943-09-01,1947-08-31,IA01092,PZU,FLAW,Postsecondary School,NA,NA,Zbigniew Wierzbicki,69,M,Opposition,Academic
Polish Scouting Association Central School for Instructors,216,1966-01-01,1970-12-31,IA01069,ZHP,CSI,Scouting Organization,NA,NA,Michał Wilczyński,40,M,Opposition,Academic
Warsaw University Faculty of Philosophy and Sociology,217,1962-09-01,1966-08-31,IA01343,UW,FPHSOC,Postsecondary School,NA,NA,Edmund Wnuk-Lipiński,44,M,Opposition,Academic
Medical Academy Kraków,218,1954-09-01,1962-08-31,IA00719,MEDAK,NA,Postsecondary School,NA,NA,Ewa Wolak,55,F,Opposition,Medical Doctor
Medical Academy Poznań,219,1965-09-01,1989-02-01,IA00727,MEDAP,NA,Postsecondary School,NA,NA,Zbigniew Woźniak,41,M,Opposition,Medical Doctor
Jagiellonian University Faculty of Polish Philology,220,1939-09-01,1951-08-31,IA00601,UJ,FPP,Postsecondary School,NA,NA,Jacek Woźniakowski,68,M,Opposition,Academic
Warsaw University Institute of Economics,221,1969-09-01,1973-08-31,IA01348,UW,IECON,Postsecondary School,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
Jagiellonian University Faculty of Philosophy and History,222,1976-09-01,1980-08-31,IA00600,UJ,FPH,Postsecondary School,NA,NA,Wojciech Wróblewski,31,M,Opposition,Academic
Warsaw University Faculty of Physics,223,1962-09-01,1970-08-31,IA01339,UW,FPHYS,Postsecondary School,NA,NA,Henryk Wujec,48,M,Opposition,Worker
Warsaw University Faculty of Philosophy and Sociology,224,1984-09-01,1989-02-01,IA01343,UW,FPHSOC,Postsecondary School,NA,NA,Jan Jakub Wygnański,24,M,Opposition,Academic
Warsaw University Faculty of Law and Administration,225,1946-09-01,1968-06-30,IA01336,UW,FLAA,Postsecondary School,NA,NA,Janina Zakrzewska,59,F,Opposition,Academic
Warsaw University Faculty of Art History,226,1951-09-01,1953-08-30,IA01327,UW,FARTH,Postsecondary School,NA,NA,Jan Zalewski,58,M,Opposition,Journalist
Warsaw Polytechnic Faculty of Architecture,227,1962-09-01,1967-08-30,IA01301,WPOLY,FARCH,Postsecondary School,NA,NA,Zbigniew Zawistowski,44,M,Opposition,Architect
Jagiellonian University Faculty of Philosophy and History,228,1956-09-01,1956-08-30,IA00600,UJ,FPH,Postsecondary School,NA,NA,Jerzy Zdrada,52,M,Opposition,Academic
Wrocław University Faculty of Math Physics and Chemistry,229,1952-09-01,1956-08-30,IA01391,WRPOLY,FMPHYSC,Postsecondary School,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
Jagiellonian University Faculty of Law,230,1943-09-01,1950-08-30,IA00597,UJ,FOL,Postsecondary School,NA,NA,Tadeusz Zieliński,62,M,Opposition,Lawyer
Poznań University,231,1945-08-31,1949-09-01,IA01089,PZU,NA,Postsecondary School,NA,NA,Janusz Ziółkowski,64,M,Opposition,Academic
Jagiellonian University Faculty of Law,232,1959-09-01,1989-02-01,IA00597,UJ,FOL,Postsecondary School,NA,NA,Andrzej Zoll,46,M,Opposition,Academic
NSZZ Individual Farmers “Solidarity” Provincial Board Szczecin,7,1980-10-01,1981-12-31,IA00796,NSZZIF,PBSZ,Opposition Group Leadership Body Regional or Local,NA,NA,Piotr Baumgart,47,M,Opposition,Agricultural Worker Technician
Ustrzyki Dolne Strike Participant,10,1981-01-01,1981-02-09,IA01281,UDSTRIKE,NA,Protest Action,NA,NA,Jan Beszta-Borowski,52,M,Opposition,Farmer
Strike Committee KWK “Victoria”,11,1980-08-01,1980-08-31,IA01229,SCKV,NA,Protest Action,NA,NA,Krzysztof Betka,37,M,Opposition,Miner
Movement of School Youth,13,1980-08-01,1981-12-13,IA00767,MSY,NA,Independent Society,NA,NA,Grzegorz Bierecki,25,M,Opposition,Academic Humanities
NZS,14,1987-01-01,1989-02-01,IA00947,NZS,NA,Opposition Group,NA,NA,Robert Bitner,22,M,Opposition,Academic Student
PAN Institute of Biochemistry and Biophysics,15,1976-09-01,1977-12-31,IA01001,PAN,IBB,Research Institue,NA,NA,Grzegorz Boguta,36,M,Opposition,Academic Biophysics
Gdańsk Polytechnic,16,1946-09-01,1950-08-31,IA00467,GPOLY,NA,Postsecondary School,Gdańsk,NA,Włodzimierz Bojarski,58,M,Opposition,Academic Economist
Factory Committee Solidarność KWK Manifest Lipcowy,18,1981-01-01,1981-12-13,IA00406,FCKWKM,NA,Protest Action,NA,NA,Mieczysław Borawski,58,M,Opposition,Lawyer
“Po Prostu”,19,1956-01-01,1957-12-31,IA00108,POPR,NA,Periodical,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
KWB Bełchatów August 1988 Strike,20,1988-08-01,1988-08-31,IA00631,KWBB,A88,Protest Action,NA,NA,Ryszard Brzuzy,28,M,Opposition,Worker Technician
Warsaw University Faculty of Political Economy,22,1965-09-01,1968-08-31,IA01345,UW,FPOLEC,Postsecondary School,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
NSZZ Solidarność Member,23,1980-08-31,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Zbigniew Bujak,33,M,Opposition,Worker Electrician
Adam Mickiewicz University Faculty of Law and Administration,24,1967-09-01,1971-08-31,IA00192,AMU,FLA,Postsecondary School,Poznan,NA,Iwo Byczewski,40,M,Opposition,Academic Law
Warsaw University Faculty of Social Sciences,25,1967-09-01,1973-08-31,IA01346,UW,FOSS,Postsecondary School,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
Medical Academy Kraków Department of Medical Pathophysiology,26,1973-01-01,1989-02-01,IA00721,MEDAK,DMP,Postsecondary School,NA,NA,Zbigniew Chłap,59,M,Opposition,Medical Doctor
Committee of Social Resistance,28,1981-12-13,1989-02-01,IA00332,KOS,NA,NA,NA,NA,Eryk Chojnacki,26,M,Opposition,Academic Student
PAN Institute of Law and Society,29,1969-09-01,1989-02-01,IA01009,PAN,ILAS,Research Institue,NA,NA,Jerzy Ciemniewski,49,M,Opposition,Lawyer
NZS,30,1986-01-01,1989-02-01,IA00947,NZS,NA,Opposition Group,NA,NA,Piotr Ciompa,21,M,Opposition,Academic Student
PAN Institute of the History of Science Education and Technology,31,1971-01-01,1989-02-01,IA01016,PAN,IHSET,Research Institue,NA,NA,Paweł Czartoryski,64,M,Opposition,Academic Economics and History of Science
Warsaw Polytechnic Group for Computer Measuring Technology,32,1984-09-01,1989-02-01,IA01308,WPOLY,GCMT,Postsecondary School,NA,NA,Piotr Czerwiec,25,M,Opposition,Academic Student
NSZZ Solidarność Member,33,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Włodzimierz Dąbkowski,52,M,Opposition,Academic Agricultural Sciences
Polish Tourist and Sightseeing Society Touring Club Instructors,34,1965-01-01,1968-12-31,IA01078,PTTK,TCI,National Professional Association,NA,NA,Piotr Dąbrowski,38,M,Opposition,Engineer Agriculture
Academy of Trade in Poznań,36,1946-09-01,1950-08-31,IA00187,AOT,NA,Postsecondary School,Poznan,NA,Jerzy Dietl,61,M,Opposition,Academic Economics
Middle Vocational School Łódź,37,1979-09-01,1980-08-31,IA00737,MVSL,NA,High School,NA,NA,Jerzy Dłużniewski,43,M,Opposition,Worker Textiles
Polytechnic Silesia,38,1945-09-01,1946-08-31,IA01043,SPOLY,NA,Postsecondary School,NA,NA,Wladysław Dobrowolski,61,M,Opposition,Academic Economics
Association of Polish Urban Planners,39,1958-01-01,1989-02-01,IA00244,TUP,NA,National Professional Association,NA,NA,Andrzej Dobrucki,65,M,Opposition,Lawyer
Wrocław University Mathematics Institute,42,1956-09-01,1961-09-01,IA01392,WRPOLY,IMATH,Postsecondary School,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
March 1968 Student Protests Warsaw,43,1968-03-01,1968-04-30,IA00703,MR68,WAW,Protest Action,NA,NA,Jan Dworak,40,M,Opposition,Journalist
“Tygodnik Solidarność”,44,1981-01-01,1981-12-13,IA00152,TYSOL,NA,Periodical,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
Medical Academy Łódź,45,1946-01-01,1967-08-31,IA00723,MEDAL,NA,Postsecondary School,NA,NA,Marek Edelman,66,M,Opposition,Medical Doctor
NSZZ Solidarność Member,46,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Lech Falandysz,46,M,Opposition,Lawyer
Warsaw University Faculty of Law and Administration,47,1952-01-01,1952-12-31,IA01336,UW,FLAA,Postsecondary School,NA,NA,Wanda Falkowska-Szymańska,65,F,Opposition,Journalist
PZPR member,48,1959-01-01,1981-12-31,IA01113,PZPR,MEM,NA,NA,NA,Dariusz Fikus,56,M,Opposition,Journalist
Warsaw Polytechnic Faculty of Electrical Engineering,49,1945-12-01,1985-11-01,IA01309,WPOLY,FEENG,Postsecondary School,NA,NA,Władysław Findeisen,63,M,Opposition,Academic Electrical Engineer
Inter-factory Founding Committee Wrocław,50,1980-09-01,1981-12-31,IA00579,MKZWR,NA,Protest Action,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
Socialist Union of Polish Students,52,1976-09-01,1980-08-31,IA01188,SZSP,MEM,Opposition Group,NA,NA,Radosław Gawlik,31,M,Opposition,Worker Engineer
PAN Institute of History,53,1955-09-01,1985-12-31,IA01007,PAN,IH,Research Institue,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
Warsaw University Faculty of Philosophy and Sociology,54,1970-09-01,1989-02-01,IA01343,UW,FPHSOC,Postsecondary School,NA,NA,Grażyna Gęsicka,37,F,Opposition,Academic Sociologist
Lenin Steelworks Nowa Huta,55,1963-01-01,1989-02-01,IA00654,LSWNH,NA,Factory,NA,NA,Mieczysław Gil,45,M,Opposition,Worker Steel
Warsaw University Department of Finance and Financial Law,56,1959-09-01,1989-02-01,IA01323,UW,DFFLAW,Postsecondary School,NA,NA,Maria Gintowt-Jankowicz,45,F,Opposition,Lawyer
March 1968 Student Protests Wrocław,57,1968-03-01,1968-06-01,IA00702,MR68,WROC,Protest Action,NA,NA,Andrzej Glapiński,44,M,Opposition,Worker Miner
Warsaw University Student Government,58,1986-09-01,1989-02-01,IA01361,UW,STGOV,Postsecondary School,NA,NA,Elżbieta Golik,24,F,Opposition,Academic Student
Northern Shipyards Gdańsk,59,1970-01-01,1986-12-31,IA00788,NSHIPG,NA,Factory,NA,NA,Bogusław Kazimierz Gołąb,42,M,Opposition,Worker Mechanic
Central Statistical Office,60,1975-09-01,1979-08-31,IA00306,GUS,NA,Government Leadership Body National,NA,NA,Helena Góralska,41,F,Opposition,Academic Economist
Katowice Steel Works Dąbrowa,61,1976-09-01,1983-12-31,IA00612,KSWD,NA,Factory,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
Academy of Fine Arts Warsaw,62,1945-01-01,1945-12-31,IA00185,AFAW,NA,Postsecondary School,Warsaw,NA,Stanisława Grabska,66,F,Opposition,Academic Artist and Theologian
Factory Committee Solidarność Medical Academy Kraków,63,1980-09-01,1981-12-31,IA00409,FCMAK,NA,Protest Action,NA,NA,Anna Grajcarek,32,F,Opposition,Medical Doctor
Copper Mining and Smelting Plant Lubin,64,1975-01-01,1989-02-01,IA00352,CMSPL,NA,Factory,NA,NA,Władysław Grocki,34,M,Opposition,Worker Mining Technician
NSZZ Solidarność Member,67,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Anna Grzymisławska,41,F,Opposition,Lawyer
Polish Scouting Association - ZHP,68,1939-01-01,1962-12-31,IA01068,ZHP,NA,NA,NA,NA,Jerzy Grzywacz,60,M,Opposition,Academic Physics
Planning Commission Computing Center,69,1975-09-01,1977-12-31,IA01042,PLCCC,NA,Government Leadership Body National,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
ROPCiO member,70,1977-01-01,1989-02-01,IA01134,RPOCIO,NA,NA,NA,NA,Aleksander Hall,35,M,Opposition,Academic historian
Chemitex-Stilon Plant Fibers Chemical Plant in Gorzów Wielkapolska,72,1966-01-01,1985-12-31,IA00309,CSPFC,NA,Factory,NA,NA,Stefania Hejmanowska,51,F,Opposition,Worker Chemist
“Polityka”,73,1959-01-01,1982-12-31,IA00105,POLI,NA,Periodical,NA,NA,Maciej Tadeusz Iłowiecki,53,M,Opposition,Journalist
Lenin Shipyards Gdańsk May 1988 Strikes,74,1988-05-01,1988-05-31,IA00652,LSYG,M88,Protest Action,NA,NA,Wiesław Isio,37,M,Opposition,Worker
Radio and Television Committee,75,1961-09-01,1981-12-31,IA01116,RTVC,NA,Government Agency Regional or Local,NA,NA,Janina Jankowska,49,F,Opposition,Journalist
March 1968 Student Protests Warsaw,77,1968-03-01,1968-05-31,IA00703,MR68,WAW,Protest Action,NA,NA,Gabriel Janowski,41,M,Opposition,Academic Agriculture
Club for Economic Initiatives,78,1980-09-01,1985-12-31,IA00322,CEI,NA,Salon,NA,NA,Lech Kazimierz Jarodzki,61,M,Opposition,Worker Mining Engineer
Warsaw Uprising,79,1944-08-01,1944-09-30,IA01368,POWWAW,NA,Protest Action,NA,NA,Jerzy Jasiński,58,M,Opposition,Lawyer
Medical Academy Gdańsk General Surgery Clinic,80,1973-01-01,1980-12-31,IA00716,MEDAG,GSC,Postsecondary School,NA,NA,Jerzy Jaśkowski,40,M,Opposition,Medical Doctor
Prosecutors Office of the Central District of Warsaw,81,1964-09-01,1970-12-31,IA01105,POCDW,NA,Government Agency Regional or Local,NA,NA,Wiesław Johann,49,M,Opposition,Lawyer
PZPR member,82,1955-01-01,1981-12-31,IA01113,PZPR,MEM,NA,NA,NA,Cezary Józefiak,56,M,Opposition,Academic Economics
Kraków Polytechnic,83,1945-08-31,1947-09-01,IA00629,KPOLY,NA,Postsecondary School,NA,NA,Stanisław Juchnowicz,65,M,Opposition,Academic Architect
KSS-KOR Collaborator,84,1978-01-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
Ministry of Science Technology and Higher Education Intercollegiate Department of Higher Education Research,86,1971-09-01,1976-12-31,IA00764,MINED,IDHER,Government Leadership Body National,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
Gdańsk University Department of Labor Law,87,1977-09-01,1989-02-01,IA00481,GU,DLL,Postsecondary School,Gdańsk,NA,Lech Kaczyński,39,M,Opposition,Lawyer
Polish Scouting Association - ZHP,88,1978-01-01,1989-02-01,IA01068,ZHP,NA,NA,NA,NA,Witold Paweł Kalbarczyk,22,M,Opposition,Student
Higher School of Rocket and Artillery Officers,89,1960-09-01,1961-08-31,IA00510,HSRAO,NA,Postsecondary School,NA,NA,Marian Kallas,50,M,Opposition,Academic Historian
“Kurier Akademicki”,90,1985-01-01,1989-02-01,IA00073,KURA,NA,Periodical,NA,NA,Mariusz Kamiński,23,M,Opposition,Student
Union of Polish Students - ZSP,91,1967-01-01,1968-12-31,IA01264,ZSP,NA,NA,NA,NA,Henryk Karaś,40,M,Opposition,Worker Mining Engineer
Łódź University Department of Civil Law,92,1974-09-01,1989-02-01,IA00684,LU,DCL,Postsecondary School,NA,NA,Rafał Kasprzyk,36,M,Opposition,Academic Law
Gdańsk Polytechnic Institute of Architecture and Urban Planning,93,1971-09-01,1980-08-31,IA00471,GPOLY,IAC,Postsecondary School,Gdańsk,NA,Andrzej Kassenberg,40,M,Opposition,Academic Geographer
Academy of Economics Katowice,95,1966-09-01,1989-02-01,IA00184,AEK,NA,Postsecondary School,Katowice,NA,Andrzej Klasik,45,M,Opposition,Academic Economics
KWK “Rozbark” Bytom,96,1959-09-01,1960-09-01,IA00639,KWKRB,NA,NA,NA,NA,Zdisław Kłeczek,51,M,Opposition,Academic Engineering
NZS University Committee State Higher School of Fine Arts Gdańsk,97,1980-09-01,1980-12-31,IA00957,NZS,UCSHSFA,Opposition Group Leadership Body Regional or Local,NA,NA,Wojciech Kłosowski,30,M,Opposition,Artist Sculpter
Association of Socialist Youth,98,1962-01-01,1968-12-31,IA00252,ZMS,NA,Independent Society,NA,NA,Jan Kofman,47,M,Opposition,Academic Historian
Confederation for an Independent Poland,99,1979-01-01,1979-02-01,IA00337,KPN,NA,Opposition Group,NA,NA,Ryszard Kostrzewa,42,M,Opposition,Worker
Warsaw Bureau of Projects,100,1961-01-01,1971-12-31,IA01287,WBOP,NA,Government Agency Regional or Local,NA,NA,Adam Tadeusz Kowalewski,48,M,Opposition,Academic Economist
“Tygodnik Powszeczny”,101,1956-01-01,1989-02-01,IA00151,TYPOW,NA,NA,NA,NA,Krzysztof Kozłowski,57,M,Opposition,Journalist
National Geologic Institute Warsaw,102,1962-09-01,1989-02-01,IA00780,NGIW,NA,Research Institue,NA,NA,Stefan Kozłowski,61,M,Opposition,Academic Geology
March 1968 Student Protests Warsaw,104,1968-03-01,1968-05-30,IA00703,MR68,WAW,Protest Action,NA,NA,Marcin Król,44,M,Opposition,Journalist
Car Repair Plant in Wałbrzych,105,1969-01-01,1970-12-31,IA00273,CRPW,NA,Factory,Walbrych,NA,Wiktor Krywulko,37,M,Opposition,Worker Mining Technician
Metropolitan Sanitary-Epidemiological Station,106,1963-09-01,1966-08-31,IA00736,MSES,NA,Medical Facility,NA,NA,Marek Kulerski,50,M,Opposition,Medical Doctor
Citizens Committee,108,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Hanna Kulesza,58,F,Opposition,Academic Economist
Medical Academy Warsaw,112,1950-09-01,1955-08-31,IA00728,MEDAW,NA,Postsecondary School,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
Warsaw University Institute of Sociology,113,1965-09-01,1972-08-31,IA01354,UW,ISOC,Postsecondary School,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
PZPR member,114,1952-01-01,1964-12-31,IA01113,PZPR,MEM,NA,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
Seminar on Experience and the Future in Warsaw,115,1967-01-01,1989-02-01,IA01159,SEMEFW,NA,Salon,NA,NA,Wojciech Lamentowicz,42,M,Opposition,Academic Law
Council of Ministers Planning Commission,116,1960-01-01,1975-06-30,IA00357,CM,PC,Government Leadership Body National,NA,NA,Antoni Leopold,72,M,Opposition,Academic Agriculture
Farmers Cooperative and Agricultural Technical School Żary,117,1961-09-01,1970-12-31,IA00432,FCATC,NA,NA,NA,NA,Edward Lipiec,52,M,Opposition,Academic Agronomist
PZPR member,118,1965-01-01,1980-08-31,IA01113,PZPR,MEM,NA,NA,NA,Władysław Liwak,46,M,Opposition,Lawyer
Warsaw University Department of English Philology,119,1973-09-01,1977-08-31,IA01322,UW,DENGPH,Postsecondary School,NA,NA,Helena Łuczywo,43,F,Opposition,Journalist
Marine Electrical Equipment and Automation Plant Elmore,120,1972-01-01,1981-12-31,IA00707,MEEAP,NA,Factory,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
Club for Contradiction Seekers,121,1962-01-01,1963-12-31,IA00321,CCS,NA,Salon,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
NSZZ Individual Farmers “Solidarity” Provincial Board Warsaw,122,1980-10-01,1981-12-31,IA00797,NSZZIF,PBWAW,Opposition Group Leadership Body Regional or Local,NA,NA,Andrzej Łuszewski,32,M,Opposition,Worker Agriculture
